param,value,season,windows,carbon_lp,carbon_uniform,carbon_greedy,carbon_fcfs,carbon_oracle,saving_lp_pct,saving_greedy_pct,saving_fcfs_pct,saving_oracle_pct,share_PJM_pct,share_NYISO_pct,share_Finland_pct,share_Belgium_pct,share_Singapore_pct
eta,0.1,MAM,184,15081.170007425892,56404.70833333333,15030.0,84673.0,12542.038023570345,73.26256893608752,73.35328832625527,-50.11690070199519,77.76420019858801,0.0,0.0,90.08972776663204,9.910272233367971,0.0
eta,0.1,JJA,184,9507.0,59838.85833333333,9507.0,99734.0,8726.0,84.11233057448874,84.11233057448874,-66.67096060628386,85.41750253423675,0.0,0.0,100.0,0.0,0.0
eta,0.1,SON,182,11235.926829268294,59781.59166666666,11233.0,86302.0,9589.0,81.20503901616041,81.20993488658925,-44.36216499755849,83.95994530646348,0.0,0.0,99.45297423552064,0.5470257644793596,0.0
eta,0.3,ALL,731,53008.643959905356,238752.25,51564.0,361781.0,45930.653075427326,77.79763585059183,78.40271662361296,-51.52988087023264,80.76221142400655,0.0,0.0,84.51889849104653,15.481101508953463,0.0
eta,0.3,DJF,181,16197.310982176894,62727.091666666674,15794.0,91072.0,14193.86603149476,74.17812534933103,74.82108674202574,-45.187665457150274,77.3720323159229,0.0,0.0,81.02675503069572,18.973244969304286,0.0
eta,0.3,MAM,184,15812.641692575238,56404.70833333333,15030.0,84673.0,13316.226639458,71.96574158467816,73.35328832625527,-50.11690070199519,76.39163993054716,0.0,0.0,73.39583778551741,26.604162214482574,0.0
eta,0.3,JJA,184,9587.32087614552,59838.85833333333,9507.0,99734.0,8819.839474242006,83.97810195050982,84.11233057448874,-66.67096060628386,85.26068223910464,0.0,0.0,97.20296794550835,2.797032054491647,0.0
eta,0.3,SON,182,11411.3704090077,59781.59166666666,11233.0,86302.0,9600.720930232557,80.91156476288583,81.20993488658925,-44.36216499755849,83.9403390532578,0.0,0.0,94.23219840463418,5.7678015953658335,0.0
eta,0.5,ALL,731,56278.27454250926,238752.25,51564.0,361781.0,49306.15259884602,76.42816997849894,78.40271662361296,-51.52988087023264,79.34840295794238,0.0,0.0,71.38125253095843,28.618747469041562,0.0
eta,0.5,DJF,181,16997.367021666883,62727.091666666674,15794.0,91072.0,14774.448767834307,72.90267001060512,74.82108674202574,-45.187665457150274,76.44646296317053,0.0,0.0,71.74748592113119,28.252514078868813,0.0
eta,0.5,MAM,184,16902.91091953872,56404.70833333333,15030.0,84673.0,14140.847807798003,70.0328014823726,73.35328832625527,-50.11690070199519,74.92966770747181,0.0,0.0,58.58727829135132,41.41272170864869,0.0
eta,0.5,JJA,184,10236.814090252905,59838.85833333333,9507.0,99734.0,9680.446588247058,82.89269819750143,84.11233057448874,-66.67096060628386,83.82247446246053,0.0,0.0,81.94353214945622,18.056467850543793,0.0
eta,0.5,SON,182,12141.182511050753,59781.59166666666,11233.0,86302.0,10710.40943496665,79.69076738747908,81.20993488658925,-44.36216499755849,82.0841012486146,0.0,0.0,79.77469448885783,20.225305511142157,0.0
eta,1.0,ALL,731,61959.89623514676,238752.25,51564.0,361781.0,53872.8480254611,74.0484555705143,78.40271662361296,-51.52988087023264,77.43566897256,0.0,0.8986640055119175,56.993849283527034,42.107486710961055,0.0
eta,1.0,DJF,181,18506.0934236666,62727.091666666674,15794.0,91072.0,16068.988944514618,70.49744706480504,74.82108674202574,-45.187665457150274,74.38269730421167,0.0,2.107474396579673,59.69137228795645,38.20115331546387,0.0
eta,1.0,MAM,184,17709.978332987503,56404.70833333333,15030.0,84673.0,14473.739213741374,68.60195034016071,73.35328832625527,-50.11690070199519,74.33948398738929,0.0,0.9418425108754607,51.46181629589649,47.59634119322806,0.0
eta,1.0,JJA,184,12254.970781284286,59838.85833333333,9507.0,99734.0,11226.852775049927,79.52004579863844,84.11233057448874,-66.67096060628386,81.23819021995612,0.0,0.0,54.21053635466868,45.78946364533131,0.0
eta,1.0,SON,182,13488.853697208382,59781.59166666666,11233.0,86302.0,12103.26709215518,77.43644268887948,81.20993488658925,-44.36216499755849,79.75419062168633,0.0,0.0,63.0848776302265,36.915122369773506,0.0
