region,cv,saving_pct,carbon_uniform,carbon_temporal
PJM,0.11038760954135902,6.199850194138058,345168.9583333335,323769.0
NYISO,0.12503042259167843,7.539484992858305,258544.95833333343,239052.0
Finland,0.419769664953651,13.284522503197884,60488.62499999998,52453.0
Belgium,0.398015590926061,27.73592227453901,139799.7499999998,101025.0
Singapore,0.1121151778119361,6.3752116024701255,389758.9583333334,364911.0
